time_step,chosen_arm,reward,cumulative_rewards,current_alpha,current_beta,arm_pulls
62021,49,0,50244,0.0037174721189591076,0.5,268
62022,28,1,50245,0.008771929824561403,0.5,113
62023,649,1,50246,0.029411764705882353,0.5,33
62024,106,1,50247,0.016129032258064516,0.5,61
62025,61,1,50248,0.011363636363636364,0.5,87
62026,189,1,50249,0.007751937984496124,0.5,128
62027,78,0,50249,0.007575757575757576,0.5,131
62028,90,1,50250,0.0029850746268656717,0.5,334
62029,249,1,50251,0.008547008547008548,0.5,116
62030,256,1,50252,0.009900990099009901,0.5,100
62031,633,1,50253,0.004830917874396135,0.5,206
62032,377,1,50254,0.007407407407407408,0.5,134
62033,126,1,50255,0.00625,0.5,159
62034,267,1,50256,0.013513513513513514,0.5,73
62035,12,1,50257,0.00819672131147541,0.5,121
62036,279,1,50258,0.01694915254237288,0.5,58
62037,62,1,50259,0.004878048780487805,0.5,204
62038,340,1,50260,0.013157894736842105,0.5,75
62039,779,0,50260,0.0625,0.5,15
62040,19,1,50261,0.005025125628140704,0.5,198
62041,214,1,50262,0.005405405405405406,0.5,184
62042,152,1,50263,0.004166666666666667,0.5,239
62043,215,1,50264,0.007462686567164179,0.5,133
62044,4,1,50265,0.015873015873015872,0.5,62
62045,119,1,50266,0.014492753623188406,0.5,68
62046,126,0,50266,0.006211180124223602,0.5,160
62048,154,1,50267,0.0038314176245210726,0.5,260
62049,49,1,50268,0.003703703703703704,0.5,269
62050,250,1,50269,0.006024096385542169,0.5,165
62051,123,1,50270,0.023809523809523808,0.5,41
62052,102,1,50271,0.00398406374501992,0.5,250
62053,698,0,50271,0.023255813953488372,0.5,42
62054,135,1,50272,0.017543859649122806,0.5,56
62055,302,1,50273,0.05555555555555555,0.5,17
62056,361,1,50274,0.016129032258064516,0.5,61
62057,221,1,50275,0.011111111111111112,0.5,89
62058,712,1,50276,0.015384615384615385,0.5,64
62059,103,1,50277,0.0053475935828877,0.5,186
62060,12,1,50278,0.008130081300813009,0.5,122
62061,361,1,50279,0.015873015873015872,0.5,62
62062,152,1,50280,0.004149377593360996,0.5,240
62063,694,1,50281,0.015625,0.5,63
62064,185,1,50282,0.011111111111111112,0.5,89
62065,161,1,50283,0.0029940119760479044,0.5,333
62066,323,1,50284,0.011764705882352941,0.5,84
62067,300,1,50285,0.00546448087431694,0.5,182
62068,25,1,50286,0.005917159763313609,0.5,168
62069,291,1,50287,0.004975124378109453,0.5,200
62070,437,1,50288,0.02564102564102564,0.5,38
62071,43,1,50289,0.0025380710659898475,0.5,393
62072,202,1,50290,0.0040650406504065045,0.5,245
62073,578,0,50290,0.021739130434782608,0.5,45
62074,247,1,50291,0.007352941176470588,0.5,135
62075,580,0,50291,0.014084507042253521,0.5,70
62076,401,1,50292,0.023255813953488372,0.5,42
62077,346,1,50293,0.0625,0.5,15
62078,615,1,50294,0.023809523809523808,0.5,41
62079,160,1,50295,0.006756756756756757,0.5,147
62080,436,1,50296,0.006993006993006993,0.5,142
62081,718,1,50297,0.017241379310344827,0.5,57
62082,480,1,50298,0.0058823529411764705,0.5,169
62083,420,1,50299,0.007936507936507936,0.5,125
62084,350,1,50300,0.008064516129032258,0.5,123
62085,142,1,50301,0.014084507042253521,0.5,70
62086,357,1,50302,0.0125,0.5,79
62087,29,1,50303,0.015625,0.5,63
62088,19,1,50304,0.005,0.5,199
62089,837,1,50305,0.037037037037037035,0.5,26
62090,115,1,50306,0.0056179775280898875,0.5,177
62091,111,1,50307,0.003745318352059925,0.5,266
62092,659,1,50308,0.030303030303030304,0.5,32
62093,250,1,50309,0.005988023952095809,0.5,166
62094,78,1,50310,0.007518796992481203,0.5,132
62095,102,0,50310,0.003968253968253968,0.5,251
62096,583,0,50310,0.013513513513513514,0.5,73
62097,35,1,50311,0.010309278350515464,0.5,96
62098,165,1,50312,0.006289308176100629,0.5,158
62099,30,0,50312,0.015151515151515152,0.5,65
62100,82,0,50312,0.014285714285714285,0.5,69
62101,161,1,50313,0.0029850746268656717,0.5,334
62102,21,1,50314,0.008333333333333333,0.5,119
62103,287,1,50315,0.0041841004184100415,0.5,238
62104,37,0,50315,0.01639344262295082,0.5,60
62105,298,1,50316,0.009708737864077669,0.5,102
62106,157,1,50317,0.01098901098901099,0.5,90
62107,102,1,50318,0.003952569169960474,0.5,252
62108,195,1,50319,0.006493506493506494,0.5,153
62109,274,1,50320,0.003663003663003663,0.5,272
62110,1,1,50321,0.0125,0.5,79
62111,231,1,50322,0.009708737864077669,0.5,102
62112,449,0,50322,0.013513513513513514,0.5,73
62113,430,1,50323,0.027777777777777776,0.5,35
62114,205,1,50324,0.014925373134328358,0.5,66
62115,99,1,50325,0.005649717514124294,0.5,176
62116,121,1,50326,0.03333333333333333,0.5,29
62117,22,0,50326,0.005050505050505051,0.5,197
62118,665,1,50327,0.041666666666666664,0.5,23
62119,449,1,50328,0.013333333333333334,0.5,74
62120,106,0,50328,0.015873015873015872,0.5,62
62121,409,0,50328,0.02,0.5,49
62122,180,1,50329,0.007575757575757576,0.5,131
62123,87,0,50329,0.005681818181818182,0.5,175
62124,28,1,50330,0.008695652173913044,0.5,114
62125,170,1,50331,0.013333333333333334,0.5,74
62126,561,1,50332,0.006802721088435374,0.5,146
62127,312,1,50333,0.0125,0.5,79
62128,298,1,50334,0.009615384615384616,0.5,103
62129,196,1,50335,0.004830917874396135,0.5,206
62130,694,0,50335,0.015384615384615385,0.5,64
62131,237,0,50335,0.013157894736842105,0.5,75
62132,177,1,50336,0.006329113924050633,0.5,157
62133,250,0,50336,0.005952380952380952,0.5,167
62134,838,1,50337,0.04,0.5,24
62135,0,1,50338,0.003278688524590164,0.5,304
62136,412,0,50338,0.010638297872340425,0.5,93
62137,423,1,50339,0.006134969325153374,0.5,162
62138,22,1,50340,0.005025125628140704,0.5,198
62139,111,1,50341,0.0037313432835820895,0.5,267
62140,289,1,50342,0.0136986301369863,0.5,72
62141,416,1,50343,0.009708737864077669,0.5,102
62142,536,1,50344,0.019230769230769232,0.5,51
62143,566,0,50344,0.01020408163265306,0.5,97
62144,299,0,50344,0.008695652173913044,0.5,114
62145,167,1,50345,0.008333333333333333,0.5,119
62146,702,1,50346,0.038461538461538464,0.5,25
62147,410,1,50347,0.014285714285714285,0.5,69
62148,58,1,50348,0.012048192771084338,0.5,82
62149,139,1,50349,0.015625,0.5,63
62150,344,1,50350,0.01694915254237288,0.5,58
62151,466,1,50351,0.012987012987012988,0.5,76
62152,263,1,50352,0.0030120481927710845,0.5,331
62153,103,1,50353,0.005319148936170213,0.5,187
62154,561,1,50354,0.006756756756756757,0.5,147
62155,269,1,50355,0.003215434083601286,0.5,310
62156,273,1,50356,0.02631578947368421,0.5,37
62157,765,1,50357,0.02857142857142857,0.5,34
62158,261,1,50358,0.003194888178913738,0.5,312
62159,5,1,50359,0.0036900369003690036,0.5,270
62160,467,1,50360,0.0078125,0.5,127
62161,48,1,50361,0.010101010101010102,0.5,98
62162,89,1,50362,0.007751937984496124,0.5,128
62163,106,0,50362,0.015625,0.5,63
62164,617,1,50363,0.016666666666666666,0.5,59
62165,339,1,50364,0.014492753623188406,0.5,68
62166,128,1,50365,0.008064516129032258,0.5,123
62167,263,1,50366,0.003003003003003003,0.5,332
62168,371,1,50367,0.009009009009009009,0.5,110
62169,181,0,50367,0.01639344262295082,0.5,60
62170,538,1,50368,0.009345794392523364,0.5,106
62171,171,1,50369,0.005050505050505051,0.5,197
62172,79,1,50370,0.005376344086021506,0.5,185
62173,421,1,50371,0.02564102564102564,0.5,38
62174,33,0,50371,0.02857142857142857,0.5,34
62175,88,1,50372,0.0037735849056603774,0.5,264
62176,527,1,50373,0.04,0.5,24
62177,277,1,50374,0.011363636363636364,0.5,87
62178,91,1,50375,0.023255813953488372,0.5,42
62179,281,1,50376,0.00847457627118644,0.5,117
62180,726,0,50376,0.03571428571428571,0.5,27
62181,379,1,50377,0.018518518518518517,0.5,53
62182,141,1,50378,0.00684931506849315,0.5,145
62183,737,1,50379,0.037037037037037035,0.5,26
62184,49,0,50379,0.0036900369003690036,0.5,270
62185,417,1,50380,0.017857142857142856,0.5,55
62186,538,0,50380,0.009259259259259259,0.5,107
62187,310,1,50381,0.008,0.5,124
62188,243,1,50382,0.005780346820809248,0.5,172
62189,99,1,50383,0.0056179775280898875,0.5,177
62190,192,1,50384,0.017241379310344827,0.5,57
62191,79,1,50385,0.0053475935828877,0.5,186
62192,577,1,50386,0.027777777777777776,0.5,35
62193,81,1,50387,0.012048192771084338,0.5,82
62194,269,1,50388,0.003205128205128205,0.5,311
62195,460,1,50389,0.011904761904761904,0.5,83
62196,70,1,50390,0.004694835680751174,0.5,212
62197,377,1,50391,0.007352941176470588,0.5,135
62198,171,1,50392,0.005025125628140704,0.5,198
62199,109,1,50393,0.006289308176100629,0.5,158
62200,276,1,50394,0.005681818181818182,0.5,175
62201,159,1,50395,0.0070921985815602835,0.5,140
62202,4,0,50395,0.015625,0.5,63
62203,466,1,50396,0.01282051282051282,0.5,77
62204,269,1,50397,0.003194888178913738,0.5,312
62205,116,1,50398,0.008403361344537815,0.5,118
62206,291,1,50399,0.0049504950495049506,0.5,201
62207,86,1,50400,0.005555555555555556,0.5,179
62208,438,1,50401,0.010526315789473684,0.5,94
62209,37,0,50401,0.016129032258064516,0.5,61
62210,128,1,50402,0.008,0.5,124
62211,343,1,50403,0.0072992700729927005,0.5,136
62212,548,0,50403,0.019230769230769232,0.5,51
62213,129,1,50404,0.01282051282051282,0.5,77
62214,205,0,50404,0.014705882352941176,0.5,67
62215,77,1,50405,0.010101010101010102,0.5,98
62216,7,1,50406,0.00558659217877095,0.5,178
62217,537,1,50407,0.02127659574468085,0.5,46
62218,111,1,50408,0.0037174721189591076,0.5,268
62219,541,1,50409,0.012987012987012988,0.5,76
62220,228,1,50410,0.0125,0.5,79
62221,274,1,50411,0.0036496350364963502,0.5,273
62222,421,1,50412,0.025,0.5,39
62223,494,1,50413,0.006622516556291391,0.5,150
62224,278,1,50414,0.011111111111111112,0.5,89
62225,235,0,50414,0.002840909090909091,0.5,351
62226,199,1,50415,0.0136986301369863,0.5,72
62227,97,1,50416,0.01098901098901099,0.5,90
62228,393,0,50416,0.024390243902439025,0.5,40
62229,268,1,50417,0.010638297872340425,0.5,93
62230,242,0,50417,0.05,0.5,19
62231,275,0,50417,0.006493506493506494,0.5,153
62232,519,1,50418,0.01818181818181818,0.5,54
62233,569,0,50418,0.013157894736842105,0.5,75
62234,158,1,50419,0.012987012987012988,0.5,76
62235,102,1,50420,0.003937007874015748,0.5,253
62236,161,0,50420,0.002976190476190476,0.5,335
62237,450,1,50421,0.011904761904761904,0.5,83
62238,288,1,50422,0.009900990099009901,0.5,100
62239,628,1,50423,0.005555555555555556,0.5,179
62240,185,1,50424,0.01098901098901099,0.5,90
62241,88,0,50424,0.0037593984962406013,0.5,265
62242,263,1,50425,0.0029940119760479044,0.5,333
62243,590,0,50425,0.016129032258064516,0.5,61
62244,448,1,50426,0.006711409395973154,0.5,148
62245,49,1,50427,0.003676470588235294,0.5,271
62246,101,1,50428,0.014084507042253521,0.5,70
62247,43,1,50429,0.002531645569620253,0.5,394
62248,329,1,50430,0.009615384615384616,0.5,103
62249,175,1,50431,0.00510204081632653,0.5,195
62250,312,0,50431,0.012345679012345678,0.5,80
62251,185,1,50432,0.010869565217391304,0.5,91
62252,71,0,50432,0.022727272727272728,0.5,43
62253,35,1,50433,0.01020408163265306,0.5,97
62254,493,0,50433,0.0625,0.5,15
62255,300,1,50434,0.005434782608695652,0.5,183
62256,86,1,50435,0.0055248618784530384,0.5,180
62257,166,1,50436,0.005649717514124294,0.5,176
62258,258,0,50436,0.008620689655172414,0.5,115
62259,88,1,50437,0.003745318352059925,0.5,266
62260,220,1,50438,0.010526315789473684,0.5,94
62261,655,1,50439,0.0196078431372549,0.5,50
62262,105,1,50440,0.0038022813688212928,0.5,262
62263,263,0,50440,0.0029850746268656717,0.5,334
62264,49,1,50441,0.003663003663003663,0.5,272
62265,190,1,50442,0.004651162790697674,0.5,214
62266,383,1,50443,0.008771929824561403,0.5,113
62267,293,0,50443,0.008547008547008548,0.5,116
62268,579,1,50444,0.006622516556291391,0.5,150
62269,261,1,50445,0.0031847133757961785,0.5,313
62270,133,1,50446,0.006134969325153374,0.5,162
62271,269,0,50446,0.0031847133757961785,0.5,313
62273,5,1,50447,0.003676470588235294,0.5,271
62274,88,1,50448,0.0037313432835820895,0.5,267
62275,445,1,50449,0.02,0.5,49
62276,496,1,50450,0.029411764705882353,0.5,33
62277,131,1,50451,0.004807692307692308,0.5,207
62278,407,1,50452,0.02857142857142857,0.5,34
62279,57,1,50453,0.005434782608695652,0.5,183
62280,261,0,50453,0.0031746031746031746,0.5,314
62281,184,1,50454,0.00423728813559322,0.5,235
62282,341,0,50454,0.1,0.5,9
62283,775,1,50455,0.043478260869565216,0.5,22
62284,214,1,50456,0.005376344086021506,0.5,185
62285,688,1,50457,0.008403361344537815,0.5,118
62286,392,0,50457,0.014285714285714285,0.5,69
62287,198,1,50458,0.008928571428571428,0.5,111
62288,481,1,50459,0.04,0.5,24
62289,102,0,50459,0.00392156862745098,0.5,254
62290,54,1,50460,0.025,0.5,39
62291,84,0,50460,0.012195121951219513,0.5,81
62292,505,1,50461,0.02564102564102564,0.5,38
62293,149,1,50462,0.01282051282051282,0.5,77
62294,85,1,50463,0.007692307692307693,0.5,129
62295,450,1,50464,0.011764705882352941,0.5,84
62296,70,1,50465,0.004672897196261682,0.5,213
62297,325,1,50466,0.03571428571428571,0.5,27
62298,374,1,50467,0.004784688995215311,0.5,208
62299,67,1,50468,0.029411764705882353,0.5,33
62300,86,1,50469,0.005494505494505495,0.5,181
62301,633,1,50470,0.004807692307692308,0.5,207
62302,390,0,50470,0.01282051282051282,0.5,77
62303,156,0,50470,0.005649717514124294,0.5,176
62304,81,1,50471,0.011904761904761904,0.5,83
62305,435,1,50472,0.029411764705882353,0.5,33
62306,654,1,50473,0.1111111111111111,0.5,8
62307,595,1,50474,0.024390243902439025,0.5,40
62308,154,1,50475,0.003816793893129771,0.5,261
62309,467,1,50476,0.007751937984496124,0.5,128
62310,274,1,50477,0.0036363636363636364,0.5,274
62311,610,1,50478,0.018867924528301886,0.5,52
62312,351,1,50479,0.02857142857142857,0.5,34
62313,81,0,50479,0.011764705882352941,0.5,84
62314,105,1,50480,0.003787878787878788,0.5,263
62315,167,1,50481,0.008264462809917356,0.5,120
62316,190,1,50482,0.004629629629629629,0.5,215
62317,121,1,50483,0.03225806451612903,0.5,30
62318,382,1,50484,0.009009009009009009,0.5,110
62319,817,1,50485,0.0625,0.5,15
62320,211,0,50485,0.010752688172043012,0.5,92
62321,17,0,50485,0.0196078431372549,0.5,50
62322,1,1,50486,0.012345679012345678,0.5,80
62323,382,1,50487,0.008928571428571428,0.5,111
62324,581,0,50487,0.05,0.5,19
62325,685,0,50487,0.05263157894736842,0.5,18
62326,287,1,50488,0.004166666666666667,0.5,239
62327,515,1,50489,0.011904761904761904,0.5,83
62328,437,1,50490,0.025,0.5,39
62329,511,1,50491,0.007518796992481203,0.5,132
62330,636,1,50492,0.00909090909090909,0.5,109
62331,601,1,50493,0.015384615384615385,0.5,64
62332,288,1,50494,0.00980392156862745,0.5,101
62333,173,1,50495,0.009523809523809525,0.5,104
62334,563,1,50496,0.011494252873563218,0.5,86
62335,560,1,50497,0.010416666666666666,0.5,95
62336,194,1,50498,0.0136986301369863,0.5,72
62337,217,1,50499,0.004048582995951417,0.5,246
62338,58,0,50499,0.011904761904761904,0.5,83
62339,515,1,50500,0.011764705882352941,0.5,84
62340,337,1,50501,0.041666666666666664,0.5,23
62341,636,1,50502,0.009009009009009009,0.5,110
62342,403,0,50502,0.02127659574468085,0.5,46
62343,46,1,50503,0.01098901098901099,0.5,90
62344,535,1,50504,0.034482758620689655,0.5,28
62345,451,1,50505,0.008771929824561403,0.5,113
62346,492,1,50506,0.008928571428571428,0.5,111
62347,72,1,50507,0.0136986301369863,0.5,72
62348,626,0,50507,0.027777777777777776,0.5,35
62349,287,1,50508,0.004149377593360996,0.5,240
62350,405,1,50509,0.01694915254237288,0.5,58
62351,448,1,50510,0.006666666666666667,0.5,149
62352,125,1,50511,0.00684931506849315,0.5,145
62353,19,1,50512,0.004975124378109453,0.5,200
62354,144,1,50513,0.009900990099009901,0.5,100
62355,625,1,50514,0.010416666666666666,0.5,95
62356,208,1,50515,0.006535947712418301,0.5,152
62357,59,1,50516,0.009708737864077669,0.5,102
62358,258,1,50517,0.008547008547008548,0.5,116
62359,72,1,50518,0.013513513513513514,0.5,73
62360,498,1,50519,0.045454545454545456,0.5,21
62361,136,1,50520,0.008771929824561403,0.5,113
62362,183,1,50521,0.007751937984496124,0.5,128
62363,98,1,50522,0.05555555555555555,0.5,17
62364,530,1,50523,0.023809523809523808,0.5,41
62365,478,0,50523,0.03333333333333333,0.5,29
62366,815,1,50524,0.02702702702702703,0.5,36
62367,235,1,50525,0.0028328611898017,0.5,352
62368,153,1,50526,0.004878048780487805,0.5,204
62369,250,0,50526,0.005917159763313609,0.5,168
62370,141,1,50527,0.006802721088435374,0.5,146
62371,508,1,50528,0.02127659574468085,0.5,46
62372,214,1,50529,0.0053475935828877,0.5,186
62373,63,1,50530,0.005494505494505495,0.5,181
62374,86,1,50531,0.00546448087431694,0.5,182
62375,621,0,50531,0.010309278350515464,0.5,96
62376,234,1,50532,0.00510204081632653,0.5,195
62377,263,1,50533,0.002976190476190476,0.5,335
62378,518,1,50534,0.007142857142857143,0.5,139
62379,299,1,50535,0.008620689655172414,0.5,115
62380,515,1,50536,0.011627906976744186,0.5,85
62381,730,1,50537,0.024390243902439025,0.5,40
62382,411,1,50538,0.0070921985815602835,0.5,140
62383,99,1,50539,0.00558659217877095,0.5,178
62384,217,1,50540,0.004032258064516129,0.5,247
62385,120,1,50541,0.009433962264150943,0.5,105
62386,154,1,50542,0.0038022813688212928,0.5,262
62387,201,1,50543,0.017543859649122806,0.5,56
62388,261,1,50544,0.0031645569620253164,0.5,315
62389,7,0,50544,0.005555555555555556,0.5,179
62390,579,0,50544,0.006578947368421052,0.5,151
62391,8,1,50545,0.016666666666666666,0.5,59
62392,257,1,50546,0.006622516556291391,0.5,150
62393,627,1,50547,0.022222222222222223,0.5,44
62394,494,1,50548,0.006578947368421052,0.5,151
62395,284,1,50549,0.010416666666666666,0.5,95
62396,162,1,50550,0.006622516556291391,0.5,150
62397,385,1,50551,0.007142857142857143,0.5,139
62398,165,1,50552,0.00625,0.5,159
62399,33,0,50552,0.027777777777777776,0.5,35
62400,60,1,50553,0.01639344262295082,0.5,60
62401,175,1,50554,0.005076142131979695,0.5,196
62402,566,1,50555,0.010101010101010102,0.5,98
62403,161,1,50556,0.002967359050445104,0.5,336
62404,51,1,50557,0.00819672131147541,0.5,121
62405,90,1,50558,0.002976190476190476,0.5,335
62406,594,1,50559,0.03125,0.5,31
62407,333,0,50559,0.023809523809523808,0.5,41
62408,145,1,50560,0.023809523809523808,0.5,41
62409,171,1,50561,0.005,0.5,199
62410,244,1,50562,0.004807692307692308,0.5,207
62411,57,1,50563,0.005405405405405406,0.5,184
62412,223,1,50564,0.012345679012345678,0.5,80
62413,208,1,50565,0.006493506493506494,0.5,153
62414,261,1,50566,0.0031545741324921135,0.5,316
62415,518,1,50567,0.0070921985815602835,0.5,140
62416,9,1,50568,0.006493506493506494,0.5,153
62417,57,1,50569,0.005376344086021506,0.5,185
62418,211,1,50570,0.010638297872340425,0.5,93
62419,708,1,50571,0.03125,0.5,31
62420,153,1,50572,0.0048543689320388345,0.5,205
62421,606,1,50573,0.016666666666666666,0.5,59
62422,580,0,50573,0.013888888888888888,0.5,71
62423,263,1,50574,0.002967359050445104,0.5,336
62424,248,1,50575,0.006711409395973154,0.5,148
62425,252,1,50576,0.02127659574468085,0.5,46
62426,141,1,50577,0.006756756756756757,0.5,147
62427,434,1,50578,0.029411764705882353,0.5,33
62428,184,1,50579,0.004219409282700422,0.5,236
62429,276,1,50580,0.005649717514124294,0.5,176
62430,290,1,50581,0.014705882352941176,0.5,67
62431,737,1,50582,0.03571428571428571,0.5,27
62432,100,1,50583,0.02,0.5,49
62433,511,1,50584,0.007462686567164179,0.5,133
62434,468,1,50585,0.013333333333333334,0.5,74
62435,508,1,50586,0.020833333333333332,0.5,47
62436,505,1,50587,0.025,0.5,39
62437,612,1,50588,0.025,0.5,39
62438,603,1,50589,0.0196078431372549,0.5,50
62439,388,1,50590,0.008849557522123894,0.5,112
62440,280,1,50591,0.016129032258064516,0.5,61
62441,270,0,50591,0.020833333333333332,0.5,47
62442,113,1,50592,0.011363636363636364,0.5,87
62443,175,1,50593,0.005050505050505051,0.5,197
62444,756,0,50593,0.038461538461538464,0.5,25
62445,782,1,50594,0.010869565217391304,0.5,91
62446,316,1,50595,0.010869565217391304,0.5,91
62447,439,1,50596,0.021739130434782608,0.5,45
62448,105,0,50596,0.0037735849056603774,0.5,264
62449,516,1,50597,0.007194244604316547,0.5,138
62450,424,1,50598,0.011494252873563218,0.5,86
62451,208,1,50599,0.0064516129032258064,0.5,154
62452,150,1,50600,0.013333333333333334,0.5,74
62453,229,0,50600,0.007352941176470588,0.5,135
62454,206,1,50601,0.010101010101010102,0.5,98
62455,34,1,50602,0.03571428571428571,0.5,27
62456,137,1,50603,0.010869565217391304,0.5,91
62457,424,1,50604,0.011363636363636364,0.5,87
62458,745,1,50605,0.03333333333333333,0.5,29
62459,4,1,50606,0.015384615384615385,0.5,64
62460,789,0,50606,0.037037037037037035,0.5,26
62461,226,1,50607,0.012658227848101266,0.5,78
62462,196,1,50608,0.004807692307692308,0.5,207
62463,250,1,50609,0.0058823529411764705,0.5,169
62464,156,1,50610,0.0056179775280898875,0.5,177
62465,205,1,50611,0.014492753623188406,0.5,68
62466,177,1,50612,0.006289308176100629,0.5,158
62467,402,1,50613,0.010526315789473684,0.5,94
62468,20,1,50614,0.008264462809917356,0.5,120
62469,126,1,50615,0.006172839506172839,0.5,161
62470,7,0,50615,0.0055248618784530384,0.5,180
62471,131,1,50616,0.004784688995215311,0.5,208
62472,202,1,50617,0.004048582995951417,0.5,246
62473,835,0,50617,0.043478260869565216,0.5,22
62474,534,1,50618,0.04,0.5,24
62475,226,1,50619,0.0125,0.5,79
62476,436,1,50620,0.006944444444444444,0.5,143
62477,729,1,50621,0.045454545454545456,0.5,21
62478,760,0,50621,0.022727272727272728,0.5,43
62479,204,1,50622,0.02857142857142857,0.5,34
62480,217,1,50623,0.004016064257028112,0.5,248
62481,229,1,50624,0.0072992700729927005,0.5,136
62482,751,1,50625,0.027777777777777776,0.5,35
62483,584,0,50625,0.03125,0.5,31
62484,672,1,50626,0.014084507042253521,0.5,70
62485,779,1,50627,0.058823529411764705,0.5,16
62486,310,1,50628,0.007936507936507936,0.5,125
62487,49,0,50628,0.0036496350364963502,0.5,273
62488,298,0,50628,0.009523809523809525,0.5,104
62489,64,1,50629,0.006711409395973154,0.5,148
62490,726,1,50630,0.034482758620689655,0.5,28
62491,339,1,50631,0.014285714285714285,0.5,69
62492,386,1,50632,0.014705882352941176,0.5,67
62493,345,1,50633,0.02127659574468085,0.5,46
62494,688,1,50634,0.008333333333333333,0.5,119
62495,451,1,50635,0.008695652173913044,0.5,114
62496,127,0,50635,0.02631578947368421,0.5,37
62497,464,1,50636,0.043478260869565216,0.5,22
62498,274,1,50637,0.0036231884057971015,0.5,275
62499,698,1,50638,0.022727272727272728,0.5,43
62500,698,1,50639,0.022222222222222223,0.5,44
62501,120,1,50640,0.009345794392523364,0.5,106
62502,247,1,50641,0.0072992700729927005,0.5,136
62503,43,1,50642,0.0025252525252525255,0.5,395
62504,207,1,50643,0.01020408163265306,0.5,97
62505,566,1,50644,0.01,0.5,99
62506,623,1,50645,0.03125,0.5,31
62507,343,1,50646,0.007246376811594203,0.5,137
62508,350,1,50647,0.008,0.5,124
62509,727,0,50647,0.02127659574468085,0.5,46
62510,70,1,50648,0.004651162790697674,0.5,214
62511,483,1,50649,0.010638297872340425,0.5,93
62512,40,1,50650,0.011904761904761904,0.5,83
62513,413,0,50650,0.012048192771084338,0.5,82
62514,167,1,50651,0.00819672131147541,0.5,121
62515,105,1,50652,0.0037593984962406013,0.5,265
62516,37,1,50653,0.015873015873015872,0.5,62
62517,300,1,50654,0.005405405405405406,0.5,184
62518,101,1,50655,0.013888888888888888,0.5,71
62519,565,1,50656,0.012987012987012988,0.5,76
62520,210,1,50657,0.007246376811594203,0.5,137
62521,323,1,50658,0.011627906976744186,0.5,85
62522,5,1,50659,0.003663003663003663,0.5,272
62523,211,0,50659,0.010526315789473684,0.5,94
62524,347,1,50660,0.07142857142857142,0.5,13
62525,88,1,50661,0.0037174721189591076,0.5,268
62526,411,1,50662,0.007042253521126761,0.5,141
62527,45,1,50663,0.016129032258064516,0.5,61
62528,43,1,50664,0.0025188916876574307,0.5,396
62529,161,1,50665,0.0029585798816568047,0.5,337
62530,214,1,50666,0.005319148936170213,0.5,187
62531,10,1,50667,0.0055248618784530384,0.5,180
62532,568,0,50667,0.017857142857142856,0.5,55
62533,455,1,50668,0.00847457627118644,0.5,117
62534,123,1,50669,0.023255813953488372,0.5,42
62535,533,1,50670,0.037037037037037035,0.5,26
62536,396,1,50671,0.011111111111111112,0.5,89
62537,88,1,50672,0.003703703703703704,0.5,269
62538,255,0,50672,0.016666666666666666,0.5,59
62539,804,1,50673,0.038461538461538464,0.5,25
62540,213,1,50674,0.013333333333333334,0.5,74
62541,592,1,50675,0.008547008547008548,0.5,116
62542,768,1,50676,0.041666666666666664,0.5,23
62543,274,0,50676,0.0036101083032490976,0.5,276
62544,203,1,50677,0.010869565217391304,0.5,91
62545,182,1,50678,0.005714285714285714,0.5,174
62546,570,1,50679,0.038461538461538464,0.5,25
62547,169,1,50680,0.02702702702702703,0.5,36
62548,35,1,50681,0.010101010101010102,0.5,98
62549,99,1,50682,0.005555555555555556,0.5,179
62550,801,1,50683,0.07692307692307693,0.5,12
62551,370,1,50684,0.011904761904761904,0.5,83
62552,646,1,50685,0.047619047619047616,0.5,20
62553,249,1,50686,0.00847457627118644,0.5,117
62554,1,1,50687,0.012195121951219513,0.5,81
62555,413,0,50687,0.011904761904761904,0.5,83
62556,261,0,50687,0.0031446540880503146,0.5,317
62557,506,0,50687,0.008849557522123894,0.5,112
62558,417,1,50688,0.017543859649122806,0.5,56
62559,639,1,50689,0.0196078431372549,0.5,50
62560,175,1,50690,0.005025125628140704,0.5,198
62561,152,1,50691,0.004132231404958678,0.5,241
62562,12,1,50692,0.008064516129032258,0.5,123
62563,728,0,50692,0.04,0.5,24
62564,568,1,50693,0.017543859649122806,0.5,56
62565,471,1,50694,0.012658227848101266,0.5,78
62566,480,1,50695,0.005847953216374269,0.5,170
62567,161,1,50696,0.0029498525073746312,0.5,338
62568,234,1,50697,0.005076142131979695,0.5,196
62569,514,1,50698,0.022727272727272728,0.5,43
62570,80,1,50699,0.01694915254237288,0.5,58
62571,5,1,50700,0.0036496350364963502,0.5,273
62572,378,1,50701,0.0136986301369863,0.5,72
62573,103,1,50702,0.005291005291005291,0.5,188
62574,619,1,50703,0.008928571428571428,0.5,111
62575,37,1,50704,0.015625,0.5,63
62576,705,1,50705,0.025,0.5,39
62577,784,0,50705,0.06666666666666667,0.5,14
62578,138,1,50706,0.02702702702702703,0.5,36
62579,482,1,50707,0.017857142857142856,0.5,55
62580,159,1,50708,0.007042253521126761,0.5,141
62581,329,1,50709,0.009523809523809525,0.5,104
62582,214,1,50710,0.005291005291005291,0.5,188
62583,102,1,50711,0.00390625,0.5,255
62584,202,1,50712,0.004032258064516129,0.5,247
62585,839,1,50713,0.047619047619047616,0.5,20
62586,5,0,50713,0.0036363636363636364,0.5,274
